Year,state_name,state_cd,Population,IncarcerationRate,Inmates,state_id
1989,Colorado,CO,3275818,210.88,6908,8
1989,Connecticut,CT,3283403,192.15,6309,9
1989,Delaware,DE,658273,346.99,2284,10
1989,Federal,FD,246819230,19.01,46920,57
1989,Florida,FL,12637715,316.24,39966,12
1989,Georgia,GA,6411099,306.02,19619,13
1989,Hawaii,HI,1094588,160.52,1757,15
1989,Idaho,ID,994416,186.04,1850,16
1989,Illinois,IL,11409782,216.59,24712,17
1989,Indiana,IN,5523693,221.23,12220,18
1989,Iowa,IA,2770592,129.36,3584,19
1989,Kansas,KS,2472849,227.11,5616,20
1989,Kentucky,KY,3677306,225.41,8289,21
1989,Louisiana,LA,4252894,405.77,17257,22
1989,Maine,ME,1219961,117.38,1432,23
1989,Maryland,MD,4727301,325.3,15378,24
1989,Massachusetts,MA,6015478,120.82,7268,25
1989,Michigan,MI,9253295,341.92,31639,26
1989,Minnesota,MN,4338057,71.53,3103,27
1989,Mississippi,MS,2574269,299.11,7700,28
1989,Missouri,MO,5095830,273.18,13921,29
1989,Montana,MT,799636,166.07,1328,30
1989,Nebraska,NE,1574864,144.65,2278,31
1989,Nevada,NV,1137382,449.46,5112,32
1989,New Hampshire,NH,1104522,105.57,1166,33
1989,New Jersey,NJ,7726089,251.6,19439,34
1989,New Mexico,NM,1503901,207.46,3120,35
1989,New York,NY,17983086,284.89,51232,36
1989,North Carolina,NC,6565459,253.26,16628,37
1989,North Dakota,ND,646351,62.51,404,38
1989,Ohio,OH,10829217,282,30538,39
1989,Oklahoma,OK,3150307,368.47,11608,40
1989,Oregon,OR,2790575,220.6,6156,41
1989,Pennsylvania,PA,11865996,172.41,20458,42
1989,Rhode Island,RI,1000666,146.8,1469,44
1989,South Carolina,SC,3456775,428.38,14808,45
1989,South Dakota,SD,696701,180.28,1256,46
1989,Tennessee,TN,4854444,218.97,10630,47
1989,Texas,TX,16806735,261.93,44022,48
1989,United States,US,246819230,274.4,677272,0
1989,Utah,UT,1705864,138.82,2368,49
1989,Vermont,VT,557707,112.25,626,50
1989,Virginia,VA,6120246,265.89,16273,51
1989,Washington,WA,4746316,145.97,6928,53
1989,West Virginia,WV,1806568,85.02,1536,54
1989,Wisconsin,WI,4856574,139.5,6775,55
1989,Wyoming,WY,458374,223.83,1026,56
1990,Alabama,AL,4040587,379.38,15329,1
1990,Alaska,AK,550043,334.54,1840,2
1990,Arizona,AZ,3665228,374.07,13711,4
1990,Arkansas,AR,2350725,308.67,7256,5
1990,California,CA,29760021,314.16,93494,6
1990,Colorado,CO,3294394,231.92,7640,8
1990,Connecticut,CT,3287116,236.06,7760,9
1990,Delaware,DE,666168,334.69,2230,10
1990,Federal,FD,248709873,20.1,49991,57
1990,Florida,FL,12937926,340.51,44055,12
1990,Georgia,GA,6478216,332.75,21556,13
1990,Hawaii,HI,1108229,153.39,1700,15
1990,Idaho,ID,1006749,193.7,1950,16
1990,Illinois,IL,11430602,240.24,27461,17
1990,Indiana,IN,5544159,226.98,12584,18
1990,Iowa,IA,2776755,142.65,3961,19
1990,Kansas,KS,2477574,232.74,5766,20
1990,Kentucky,KY,3685296,244.26,9002,21
1990,Louisiana,LA,4219973,440.57,18592,22
1990,Maine,ME,1227928,120.16,1475,23
1990,Maryland,MD,4781468,348.64,16670,24
1990,Massachusetts,MA,6016425,133.06,8005,25
1990,Michigan,MI,9295297,368.01,34208,26
1990,Minnesota,MN,4375099,72.35,3165,27
1990,Mississippi,MS,2573216,313.47,8066,28
1990,Missouri,MO,5117073,291.35,14909,29
1990,Montana,MT,799065,178.08,1423,30
1990,Nebraska,NE,1578385,144.53,2281,31
1990,Nevada,NV,1201833,435.98,5240,32
1990,New Hampshire,NH,1109252,120.64,1338,33
1990,New Jersey,NJ,7730188,272.16,21038,34
1990,New Mexico,NM,1515069,201.57,3054,35
1990,New York,NY,17990455,304.62,54803,36
1990,North Carolina,NC,6628637,266.57,17670,37
1990,North Dakota,ND,638800,68.22,436,38
1990,Ohio,OH,10847115,292.91,31772,39
1990,Oklahoma,OK,3145585,390.15,12272,40
1990,Oregon,OR,2842321,226.96,6451,41
1990,Pennsylvania,PA,11881643,187.18,22240,42
1990,Rhode Island,RI,1003464,157.65,1582,44
1990,South Carolina,SC,3486703,462.93,16141,45
1990,South Dakota,SD,696004,192.37,1339,46
1990,Tennessee,TN,4877185,212.24,10351,47
1990,Texas,TX,16986510,293.39,49837,48
1990,United States,US,248709873,295.14,734042,0
1990,Utah,UT,1722850,142.9,2462,49
1990,Vermont,VT,562758,120.57,679,50
1990,Virginia,VA,6187358,280.17,17335,51
1990,Washington,WA,4866692,163.06,7936,53
1990,West Virginia,WV,1793477,87.31,1566,54
1990,Wisconsin,WI,4891769,151.65,7418,55
1990,Wyoming,WY,453588,244.66,1110,56
1991,Alabama,AL,4099156,400.08,16400,1
1991,Alaska,AK,570193,322.7,1840,2
1991,Arizona,AZ,3788576,391.78,14843,4
1991,Arkansas,AR,2383144,324.03,7722,5
1991,California,CA,30470736,323.31,98515,6
1991,Colorado,CO,3387119,247.76,8392,8
1991,Connecticut,CT,3302895,259.92,8585,9
1991,Delaware,DE,683080,362.04,2473,10
1991,Federal,FD,252980941,22.35,56541,57
1991,Florida,FL,13369798,348.03,46531,12
1991,Georgia,GA,6653005,345.84,23009,13
1991,Hawaii,HI,1136754,155.35,1766,15
1991,Idaho,ID,1041316,205.8,2143,16
1991,Illinois,IL,11568964,251.66,29114,17
1991,Indiana,IN,5616388,241.72,13576,18
1991,Iowa,IA,2797613,148.16,4145,19
1991,Kansas,KS,2498722,236.24,5903,20
1991,Kentucky,KY,3722328,263.25,9799,21
1991,Louisiana,LA,4253279,470.3,20003,22
1991,Maine,ME,1237081,125.94,1558,23
1991,Maryland,MD,4867641,366.17,17824,24
1991,Massachusetts,MA,6018470,146.57,8821,25
1991,Michigan,MI,9400446,387.46,36423,26
1991,Minnesota,MN,4440859,78.18,3472,27
1991,Mississippi,MS,2598733,334.09,8682,28
1991,Missouri,MO,5170800,307.44,15897,29
1991,Montana,MT,809680,182.54,1478,30
1991,Nebraska,NE,1595919,150.76,2406,31
1991,Nevada,NV,1296171,449.25,5823,32
1991,New Hampshire,NH,1109929,138.12,1533,33
1991,New Jersey,NJ,7814676,300.5,23483,34
1991,New Mexico,NM,1555305,193.92,3016,35
1991,New York,NY,18122510,319.28,57862,36
1991,North Carolina,NC,6784280,269.33,18272,37
1991,North Dakota,ND,635753,69.37,441,38
1991,Ohio,OH,10945762,326.56,35744,39
1991,Oklahoma,OK,3175440,420.1,13340,40
1991,Oregon,OR,2928507,190.37,5575,41
1991,Pennsylvania,PA,11982164,195.17,23386,42
1991,Rhode Island,RI,1010649,173.06,1749,44
1991,South Carolina,SC,3570404,481.96,17208,45
1991,South Dakota,SD,703669,195.26,1374,46
1991,Tennessee,TN,4966587,231.02,11474,47
1991,Texas,TX,17398005,297.03,51677,48
1991,United States,US,252980941,311.34,787631,0
1991,Utah,UT,1779780,146.48,2607,49
1991,Vermont,VT,568606,128.91,733,50
1991,Virginia,VA,6301217,312,19660,51
1991,Washington,WA,5025624,182.19,9156,53
1991,West Virginia,WV,1798735,83.5,1502,54
1991,Wisconsin,WI,4964343,156.62,7775,55
1991,Wyoming,WY,459260,239.3,1099,56
1992,Alabama,AL,4154014,407.75,16938,1
1992,Alaska,AK,588736,330.2,1944,2
1992,Arizona,AZ,3915740,404.78,15850,4
1992,Arkansas,AR,2415984,339.2,8195,5
1992,California,CA,30974659,340.49,105466,6
1992,Colorado,CO,3495939,257.36,8997,8
1992,Connecticut,CT,3300712,266.43,8794,9
1992,Delaware,DE,694925,389.25,2705,10
1992,Federal,FD,256514224,25.61,65693,57
1992,Florida,FL,13650553,353.72,48285,12
1992,Georgia,GA,6817203,364.49,24848,13
1992,Hawaii,HI,1158613,191.78,2222,15
1992,Idaho,ID,1071685,210.51,2256,16
1992,Illinois,IL,11694184,270.56,31640,17
1992,Indiana,IN,5674547,243.03,13791,18
1992,Iowa,IA,2818401,160.3,4518,19
1992,Kansas,KS,2532394,238.04,6028,20
1992,Kentucky,KY,3765469,275.24,10364,21
1992,Louisiana,LA,4293003,486.75,20896,22
1992,Maine,ME,1238508,120.47,1492,23
1992,Maryland,MD,4923368,382.01,18808,24
1992,Massachusetts,MA,6028709,160.32,9665,25
1992,Michigan,MI,9479065,412.63,39113,26
1992,Minnesota,MN,4495572,85.02,3822,27
1992,Mississippi,MS,2623734,332.27,8718,28
1992,Missouri,MO,5217101,310.27,16187,29
1992,Montana,MT,825770,187.46,1548,30
1992,Nebraska,NE,1611687,151.08,2435,31
1992,Nevada,NV,1351367,447.62,6049,32
1992,New Hampshire,NH,1117784,158.98,1777,33
1992,New Jersey,NJ,7880508,287.46,22653,34
1992,New Mexico,NM,1595442,197.69,3154,35
1992,New York,NY,18246653,338.34,61736,36
1992,North Carolina,NC,6897214,289.46,19965,37
1992,North Dakota,ND,638223,67.06,428,38
1992,Ohio,OH,11029431,347.96,38378,39
1992,Oklahoma,OK,3220517,460.21,14821,40
1992,Oregon,OR,2991755,175.01,5236,41
1992,Pennsylvania,PA,12049450,207.2,24966,42
1992,Rhode Island,RI,1012581,168.88,1710,44
1992,South Carolina,SC,3620464,486.46,17612,45
1992,South Dakota,SD,712801,208.61,1487,46
1992,Tennessee,TN,5049742,234.65,11849,47
1992,Texas,TX,17759738,340.47,60467,48
1992,United States,US,256514224,329.91,846266,0
1992,Utah,UT,1836799,146.29,2687,49
1992,Vermont,VT,572751,151.03,865,50
1992,Virginia,VA,6414307,327.22,20989,51
1992,Washington,WA,5160757,192.98,9959,53
1992,West Virginia,WV,1806451,92.67,1674,54
1992,Wisconsin,WI,5025398,159.03,7992,55
1992,Wyoming,WY,466251,227.99,1063,56
1993,Alabama,AL,4214202,431.14,18169,1
1993,Alaska,AK,599432,450.93,2703,2
1993,Arizona,AZ,4065440,422.09,17160,4
1993,Arkansas,AR,2456303,325.04,7984,5
1993,California,CA,31274928,369.54,115573,6
1993,Colorado,CO,3613734,261.83,9462,8
1993,Connecticut,CT,3309175,317.54,10508,9
1993,Delaware,DE,706378,393.7,2781,10
1993,Federal,FD,259918588,28.71,74623,57
1993,Florida,FL,13927185,379.71,52883,12
1993,Georgia,GA,6978240,388.05,27079,13
1993,Hawaii,HI,1172838,198.66,2330,15
1993,Idaho,ID,1108768,235.04,2606,16
1993,Illinois,IL,11809579,292.09,34495,17
1993,Indiana,IN,5739019,250.29,14364,18
1993,Iowa,IA,2836972,172.65,4898,19
1993,Kansas,KS,2556547,224.01,5727,20
1993,Kentucky,KY,3812206,273.86,10440,21
1993,Louisiana,LA,4316428,520.52,22468,22
1993,Maine,ME,1242302,116.4,1446,23
1993,Maryland,MD,4971889,384.58,19121,24
1993,Massachusetts,MA,6060569,153.02,9274,25
1993,Michigan,MI,9540114,412.13,39318,26
1993,Minnesota,MN,4555954,92.19,4200,27
1993,Mississippi,MS,2655100,361.61,9601,28
1993,Missouri,MO,5271175,306.91,16178,29
1993,Montana,MT,844761,182.42,1541,30
1993,Nebraska,NE,1625590,151.76,2467,31
1993,Nevada,NV,1411215,442.6,6246,32
1993,New Hampshire,NH,1129458,157.16,1775,33
1993,New Jersey,NJ,7948915,299.8,23831,34
1993,New Mexico,NM,1636453,206.12,3373,35
1993,New York,NY,18374954,351.4,64570,36
1993,North Carolina,NC,7042818,303.39,21367,37
1993,North Dakota,ND,641216,69.56,446,38
1993,Ohio,OH,11101140,366.1,40641,39
1993,Oklahoma,OK,3252285,504.54,16409,40
1993,Oregon,OR,3060367,167.01,5111,41
1993,Pennsylvania,PA,12119724,214.9,26045,42
1993,Rhode Island,RI,1015112,169.34,1719,44
1993,South Carolina,SC,3663314,488.52,17896,45
1993,South Dakota,SD,722159,215.05,1553,46
1993,Tennessee,TN,5137584,249.61,12824,47
1993,Texas,TX,18161612,506.63,92012,48
1993,United States,US,259918588,359.69,934901,0
1993,Utah,UT,1898404,151.23,2871,49
1993,Vermont,VT,577748,154.57,893,50
1993,Virginia,VA,6509630,347.72,22635,51
1993,Washington,WA,5278842,197.37,10419,53
1993,West Virginia,WV,1817539,99.31,1805,54
1993,Wisconsin,WI,5084889,165.63,8422,55
1993,Wyoming,WY,473081,238.44,1128,56
1994,Alabama,AL,4260229,447.72,19074,1
1994,Alaska,AK,603308,320.57,1934,2
1994,Arizona,AZ,4245089,447.69,19005,4
1994,Arkansas,AR,2494019,354.09,8831,5
1994,California,CA,31484435,386.13,121571,6
1994,Colorado,CO,3724168,287.77,10717,8
1994,Connecticut,CT,3316121,316.64,10500,9
1994,Delaware,DE,717545,396.35,2844,10
1994,Federal,FD,263125821,30.5,80253,57
1994,Florida,FL,14239444,401.37,57153,12
1994,Georgia,GA,7157165,454.41,32523,13
1994,Hawaii,HI,1187536,201.43,2392,15
1994,Idaho,ID,1145140,245.47,2811,16
1994,Illinois,IL,11912585,306.66,36531,17
1994,Indiana,IN,5793526,257.46,14916,18
1994,Iowa,IA,2850746,190.72,5437,19
1994,Kansas,KS,2580513,246.89,6371,20
1994,Kentucky,KY,3849088,287.5,11066,21
1994,Louisiana,LA,4347481,553.49,24063,22
1994,Maine,ME,1242662,112.74,1401,23
1994,Maryland,MD,5023060,395.26,19854,24
1994,Massachusetts,MA,6095241,170.64,10401,25
1994,Michigan,MI,9597737,423.34,40631,26
1994,Minnesota,MN,4610355,99.23,4575,27
1994,Mississippi,MS,2688992,394.42,10606,28
1994,Missouri,MO,5324497,336.14,17898,29
1994,Montana,MT,861306,204.81,1764,30
1994,Nebraska,NE,1639041,162.72,2667,31
1994,Nevada,NV,1499298,466.42,6993,32
1994,New Hampshire,NH,1142560,176.88,2021,33
1994,New Jersey,NJ,8014306,307.35,24632,34
1994,New Mexico,NM,1682398,210,3533,35
1994,New York,NY,18459470,361.6,66749,36
1994,North Carolina,NC,7187398,320.64,23046,37
1994,North Dakota,ND,644804,77.7,501,38
1994,Ohio,OH,11152454,375.77,41908,39
1994,Oklahoma,OK,3280940,506.9,16631,40
1994,Oregon,OR,3121264,190.15,5935,41
1994,Pennsylvania,PA,12166050,232.57,28295,42
1994,Rhode Island,RI,1015960,182.68,1856,44
1994,South Carolina,SC,3705397,490.31,18168,45
1994,South Dakota,SD,730790,233.72,1708,46
1994,Tennessee,TN,5231438,275.28,14401,47
1994,Texas,TX,18564062,636.69,118196,48
1994,United States,US,263125821,388.62,1022560,0
1994,Utah,UT,1960446,154.45,3028,49
1994,Vermont,VT,583836,168.03,981,50
1994,Virginia,VA,6593139,406.36,26792,51
1994,Washington,WA,5375161,201.54,10833,53
1994,West Virginia,WV,1820421,128.1,2332,54
1994,Wisconsin,WI,5133678,185.46,9521,55
1994,Wyoming,WY,480283,253.39,1217,56
1995,Alabama,AL,4296800,468.49,20130,1
1995,Alaska,AK,604412,337.85,2042,2
1995,Arizona,AZ,4432499,457.78,20291,4
1995,Arkansas,AR,2535399,336.04,8520,5
1995,California,CA,31696582,415.64,131744,6
1995,Colorado,CO,3826653,289.1,11063,8
1995,Connecticut,CT,3324144,313.43,10419,9
1995,Delaware,DE,729734,413.03,3014,10
1995,Federal,FD,266278393,31.68,84357,57
1995,Florida,FL,14537875,439.31,63866,12
1995,Georgia,GA,7328413,466.24,34168,13
1995,Hawaii,HI,1196854,216.4,2590,15
1995,Idaho,ID,1177322,282.68,3328,16
1995,Illinois,IL,12008437,313.6,37658,17
1995,Indiana,IN,5851459,274.22,16046,18
1995,Iowa,IA,2867373,205.97,5906,19
1995,Kansas,KS,2601007,271.2,7054,20
1995,Kentucky,KY,3887427,310.23,12060,21
1995,Louisiana,LA,4378779,575.39,25195,22
1995,Maine,ME,1243480,106.64,1326,23
1995,Maryland,MD,5070033,403.35,20450,24
1995,Massachusetts,MA,6141445,169.78,10427,25
1995,Michigan,MI,9676211,424.88,41112,26
1995,Minnesota,MN,4660180,103.99,4846,27
1995,Mississippi,MS,2722659,449.96,12251,28
1995,Missouri,MO,5378247,355.77,19134,29
1995,Montana,MT,876553,228.05,1999,30
1995,Nebraska,NE,1656992,181.41,3006,31
1995,Nevada,NV,1581578,487.68,7713,32
1995,New Hampshire,NH,1157561,174.07,2015,33
1995,New Jersey,NJ,8083242,334.84,27066,34
1995,New Mexico,NM,1720394,228.15,3925,35
1995,New York,NY,18524104,369.71,68485,36
1995,North Carolina,NC,7344674,380.06,27914,37
1995,North Dakota,ND,647832,83.97,544,38
1995,Ohio,OH,11202751,398.68,44663,39
1995,Oklahoma,OK,3308208,548.67,18151,40
1995,Oregon,OR,3184369,204.59,6515,41
1995,Pennsylvania,PA,12198403,265.69,32410,42
1995,Rhode Island,RI,1017002,180.24,1833,44
1995,South Carolina,SC,3748582,507.26,19015,45
1995,South Dakota,SD,737925,253.55,1871,46
1995,Tennessee,TN,5326936,285.45,15206,47
1995,Texas,TX,18958751,673.92,127767,48
1995,United States,US,266278393,410.9,1094138,0
1995,Utah,UT,2014177,171.14,3447,49
1995,Vermont,VT,589002,177.93,1048,50
1995,Virginia,VA,6670693,408.65,27260,51
1995,Washington,WA,5481027,211.79,11608,53
1995,West Virginia,WV,1823700,136.15,2483,54
1995,Wisconsin,WI,5184836,199.37,10337,55
1995,Wyoming,WY,485160,287.53,1395,56
1996,Alabama,AL,4331102,487.36,21108,1
1996,Alaska,AK,608569,383.69,2335,2
1996,Arizona,AZ,4586940,469.22,21523,4
1996,Arkansas,AR,2572109,349.6,8992,5
1996,California,CA,32018834,446.19,142865,6
1996,Colorado,CO,3919972,317.3,12438,8
1996,Connecticut,CT,3336685,340.79,11371,9
1996,Delaware,DE,740977,420.93,3119,10
1996,Federal,FD,269394284,33.32,89762,57
1996,Florida,FL,14853360,429.17,63746,12
1996,Georgia,GA,7501069,457.64,34328,13
1996,Hawaii,HI,1203755,245.4,2954,15
1996,Idaho,ID,1203083,318.52,3832,16
1996,Illinois,IL,12101997,321.04,38852,17
1996,Indiana,IN,5906013,284.3,16791,18
1996,Iowa,IA,2880000,220.21,6342,19
1996,Kansas,KS,2614554,296.65,7756,20
1996,Kentucky,KY,3919535,329.38,12910,21
1996,Louisiana,LA,4398877,608.77,26779,22
1996,Maine,ME,1249060,108.16,1351,23
1996,Maryland,MD,5111986,410.41,20980,24
1996,Massachusetts,MA,6179756,176.06,10880,25
1996,Michigan,MI,9758645,433.96,42349,26
1996,Minnesota,MN,4712827,109.45,5158,27
1996,Mississippi,MS,2748085,478.26,13143,28
1996,Missouri,MO,5431553,405.1,22003,29
1996,Montana,MT,886254,251.62,2230,30
1996,Nebraska,NE,1673740,192.56,3223,31
1996,Nevada,NV,1666320,499.6,8325,32
1996,New Hampshire,NH,1174719,175.53,2062,33
1996,New Jersey,NJ,8149596,337.32,27490,34
1996,New Mexico,NM,1752326,257.14,4506,35
1996,New York,NY,18588460,375.01,69709,36
1996,North Carolina,NC,7500670,369.98,27751,37
1996,North Dakota,ND,650382,99.94,650,38
1996,Ohio,OH,11242827,410.7,46174,39
1996,Oklahoma,OK,3340129,586.59,19593,40
1996,Oregon,OR,3247111,225.31,7316,41
1996,Pennsylvania,PA,12220464,282.6,34535,42
1996,Rhode Island,RI,1020893,198.94,2031,44
1996,South Carolina,SC,3796200,520.47,19758,45
1996,South Dakota,SD,742213,277.95,2063,46
1996,Tennessee,TN,5416643,288.48,15626,47
1996,Texas,TX,19340342,684.49,132383,48
1996,United States,US,269394284,426.79,1149748,0
1996,Utah,UT,2067976,192.27,3976,49
1996,Vermont,VT,593701,134.92,801,50
1996,Virginia,VA,6750884,400.87,27062,51
1996,Washington,WA,5569753,224.91,12527,53
1996,West Virginia,WV,1822808,149.49,2725,54
1996,Wisconsin,WI,5229986,235.95,12340,55
1996,Wyoming,WY,488167,302.77,1478,56
1997,Alabama,AL,4367935,496.34,21680,1
1997,Alaska,AK,612968,419.43,2571,2
1997,Arizona,AZ,4736990,471.88,22353,4
1997,Arkansas,AR,2601090,381.99,9936,5
1997,California,CA,32486010,470.17,152739,6
1997,Colorado,CO,4018293,334.99,13461,8
1997,Connecticut,CT,3349348,355.89,11920,9
1997,Delaware,DE,751487,434.34,3264,10
1997,Federal,FD,272646925,35.3,96244,57
1997,Florida,FL,15186304,425.21,64574,12
1997,Georgia,GA,7685099,465.67,35787,13
1997,Hawaii,HI,1211640,284.57,3448,15
1997,Idaho,ID,1228520,318.35,3911,16
1997,Illinois,IL,12185715,334.72,40788,17
1997,Indiana,IN,5955267,297.72,17730,18
1997,Iowa,IA,2891119,239.98,6938,19
1997,Kansas,KS,2635292,300.19,7911,20
1997,Kentucky,KY,3952747,369.36,14600,21
1997,Louisiana,LA,4421071,661.94,29265,22
1997,Maine,ME,1254774,122.89,1542,23
1997,Maryland,MD,5157328,408.89,21088,24
1997,Massachusetts,MA,6226058,174.22,10847,25
1997,Michigan,MI,9809051,456.43,44771,26
1997,Minnesota,MN,4763390,111.39,5306,27
1997,Mississippi,MS,2777004,492.47,13676,28
1997,Missouri,MO,5481193,431.73,23664,29
1997,Montana,MT,889865,285.55,2541,30
1997,Nebraska,NE,1686418,197.4,3329,31
1997,Nevada,NV,1764104,511.53,9024,32
1997,New Hampshire,NH,1189425,182.27,2168,33
1997,New Jersey,NJ,8218808,345.07,28361,34
1997,New Mexico,NM,1774839,250.73,4450,35
1997,New York,NY,18656546,370.42,69108,36
1997,North Carolina,NC,7656825,360.03,27567,37
1997,North Dakota,ND,649716,110.05,715,38
1997,Ohio,OH,11277357,425.77,48016,39
1997,Oklahoma,OK,3372917,609.03,20542,40
1997,Oregon,OR,3304310,229.67,7589,41
1997,Pennsylvania,PA,12227814,285.88,34957,42
1997,Rhode Island,RI,1025353,204.81,2100,44
1997,South Carolina,SC,3859696,525.02,20264,45
1997,South Dakota,SD,744223,301.25,2242,46
1997,Tennessee,TN,5499233,302.93,16659,47
1997,Texas,TX,19740317,710.99,140352,48
1997,United States,US,272646925,443.8,1210007,0
1997,Utah,UT,2119784,201.91,4280,49
1997,Vermont,VT,597239,138.64,828,50
1997,Virginia,VA,6829183,403.04,27524,51
1997,Washington,WA,5674747,232.86,13214,53
1997,West Virginia,WV,1819113,173.05,3148,54
1997,Wisconsin,WI,5266213,298.09,15698,55
1997,Wyoming,WY,489451,316.48,1549,56
1998,Alabama,AL,4404701,504,22200,1
1998,Alaska,AK,619932,409.88,2541,2
1998,Arizona,AZ,4883342,481.23,23500,4
1998,Arkansas,AR,2626289,402.13,10561,5
1998,California,CA,32987675,482.33,159109,6
1998,Colorado,CO,4116639,347.66,14312,8
1998,Connecticut,CT,3365352,362.31,12193,9
1998,Delaware,DE,763335,420.65,3211,10
1998,Federal,FD,275854104,38.18,105321,57
1998,Florida,FL,15486559,433.88,67193,12
1998,Georgia,GA,7863536,492.88,38758,13
1998,Hawaii,HI,1215233,302,3670,15
1998,Idaho,ID,1252330,326.03,4083,16
1998,Illinois,IL,12271847,350.81,43051,17
1998,Indiana,IN,5998880,316.99,19016,18
1998,Iowa,IA,2902872,254.71,7394,19
1998,Kansas,KS,2660598,307.56,8183,20
1998,Kentucky,KY,3985390,376.05,14987,21
1998,Louisiana,LA,4440344,725.8,32228,22
1998,Maine,ME,1259127,130.33,1641,23
1998,Maryland,MD,5204464,413.88,21540,24
1998,Massachusetts,MA,6271838,171.31,10744,25
1998,Michigan,MI,9847942,465.87,45879,26
1998,Minnesota,MN,4813412,115.45,5557,27
1998,Mississippi,MS,2804834,565.27,15855,28
1998,Missouri,MO,5521765,453.41,25036,29
1998,Montana,MT,892431,306.35,2734,30
1998,Nebraska,NE,1695816,211.58,3588,31
1998,Nevada,NV,1853191,520.78,9651,32
1998,New Hampshire,NH,1205940,179.86,2169,33
1998,New Jersey,NJ,8287418,375.52,31121,34
1998,New Mexico,NM,1793484,269.03,4825,35
1998,New York,NY,18755906,385.42,72289,36
1998,North Carolina,NC,7809121,348.87,27244,37
1998,North Dakota,ND,647532,128.8,834,38
1998,Ohio,OH,11311536,428.32,48450,39
1998,Oklahoma,OK,3405194,613.53,20892,40
1998,Oregon,OR,3352449,268.04,8986,41
1998,Pennsylvania,PA,12245672,297.03,36373,42
1998,Rhode Island,RI,1031155,210.93,2175,44
1998,South Carolina,SC,3919235,533.52,20910,45
1998,South Dakota,SD,746058,323.97,2417,46
1998,Tennessee,TN,5570045,384.88,21438,47
1998,Texas,TX,20157531,716.9,144509,48
1998,United States,US,275854104,463,1277205,0
1998,Utah,UT,2165960,221.33,4794,49
1998,Vermont,VT,600416,159.72,959,50
1998,Virginia,VA,6900918,415.48,28672,51
1998,Washington,WA,5769562,245.44,14161,53
1998,West Virginia,WV,1815609,191.56,3478,54
1998,Wisconsin,WI,5297672,338.85,17951,55
1998,Wyoming,WY,490787,320.1,1571,56
1999,Alabama,AL,4430141,544.2,24109,1
1999,Alaska,AK,624779,372.13,2325,2
1999,Arizona,AZ,5023823,476.61,23944,4
1999,Arkansas,AR,2651860,427.47,11336,5
1999,California,CA,33499204,479.17,160518,6
1999,Colorado,CO,4226018,370.8,15670,8
1999,Connecticut,CT,3386401,384.83,13032,9
1999,Delaware,DE,774990,481.3,3730,10
1999,Federal,FD,279040168,41.7,116360,57
1999,Florida,FL,15759421,441.6,69594,12
1999,Georgia,GA,8045965,522.1,42008,13
1999,Hawaii,HI,1210300,315.38,3817,15
1999,Idaho,ID,1275674,379.56,4842,16
1999,Illinois,IL,12359020,361.36,44661,17
1999,Indiana,IN,6044969,318.61,19260,18
1999,Iowa,IA,2917634,247.87,7232,19
1999,Kansas,KS,2678338,319.86,8567,20
1999,Kentucky,KY,4018053,381.2,15317,21
1999,Louisiana,LA,4460811,763.67,34066,22
1999,Maine,ME,1266808,131.27,1663,23
1999,Maryland,MD,5254509,422.19,22184,24
1999,Massachusetts,MA,6317345,162.76,10282,25
1999,Michigan,MI,9897116,471.02,46617,26
1999,Minnesota,MN,4873481,122.19,5955,27
1999,Mississippi,MS,2828408,615.54,17410,28
1999,Missouri,MO,5561948,469.85,26133,29
1999,Montana,MT,897507,328.8,2951,30
1999,Nebraska,NE,1704764,213.05,3632,31
1999,Nevada,NV,1934718,486.53,9413,32
1999,New Hampshire,NH,1222014,184.7,2257,33
1999,New Jersey,NJ,8359592,376.73,31493,34
1999,New Mexico,NM,1808082,264.2,4777,35
1999,New York,NY,18882725,386.06,72899,36
1999,North Carolina,NC,7949361,335.06,26635,37
1999,North Dakota,ND,644259,134.42,866,38
1999,Ohio,OH,11335454,413.23,46841,39
1999,Oklahoma,OK,3437147,651.5,22393,40
1999,Oregon,OR,3393941,289.93,9840,41
1999,Pennsylvania,PA,12263805,297.83,36525,42
1999,Rhode Island,RI,1040402,183.39,1908,44
1999,South Carolina,SC,3974682,534.08,21228,45
1999,South Dakota,SD,750412,332.88,2498,46
1999,Tennessee,TN,5638706,399.06,22502,47
1999,Texas,TX,20558220,753.3,154865,48
1999,United States,US,279040168,475.9,1327952,0
1999,Utah,UT,2203482,234.36,5164,49
1999,Vermont,VT,604683,194.81,1178,50
1999,Virginia,VA,7000174,415.53,29088,51
1999,Washington,WA,5842564,249.17,14558,53
1999,West Virginia,WV,1811799,194.94,3532,54
1999,Wisconsin,WI,5332666,376.02,20052,55
1999,Wyoming,WY,491780,347.72,1710,56
2000,Alabama,AL,4447100,584.79,26006,1
2000,Alaska,AK,626932,339.12,2126,2
2000,Arizona,AZ,5130632,491.84,25235,4
2000,Arkansas,AR,2673400,442.48,11829,5
2000,California,CA,33871648,471.88,159834,6
2000,Colorado,CO,4301261,388.93,16729,8
2000,Connecticut,CT,3405565,385.58,13131,9
2000,Delaware,DE,783600,500.63,3923,10
2000,Federal,FD,281421906,44.07,124023,57
2000,Florida,FL,15982378,444.43,71030,12
2000,Georgia,GA,8186453,536.33,43906,13
